record_id,canonical_layup_hash,equivalence_group_hash,layup_deg,n_plies,thickness_mm,areal_mass_kg_m2,material_id,fidelity,split,balanced,symmetric,max_contiguity,max_disorientation_deg,min_orientation_fraction,rule_valid,count_0,count_p45,count_m45,count_90,xiA1,xiA2,xiA3,xiA4,xiD1,xiD2,xiD3,xiD4,A11_N_per_m,A12_N_per_m,A16_N_per_m,A22_N_per_m,A26_N_per_m,A66_N_per_m,D11_N_m,D12_N_m,D16_N_m,D22_N_m,D26_N_m,D66_N_m,Ex_GPa,Ey_GPa,Gxy_GPa,nu_xy,beam_EIx_N_m2,beam_EIy_N_m2,Nx_tsai_hill_capacity_N_per_m,Nx_max_stress_capacity_N_per_m,Ny_tsai_hill_capacity_N_per_m,Ny_max_stress_capacity_N_per_m,Nxy_tsai_hill_capacity_N_per_m,Nxy_max_stress_capacity_N_per_m,Mx_tsai_hill_capacity_N,Mx_max_stress_capacity_N,My_tsai_hill_capacity_N,My_max_stress_capacity_N,Mxy_tsai_hill_capacity_N,Mxy_max_stress_capacity_N
NEX-000128,8036e7fb831dca5feda549717b2dd82fd0873a80dffbee57e003d296f2be4d31,5ca8eeed07c8e9a388573d47a2db09332d5aa5a357f16ca6fa0a1771e18f2b00,45;-45;0;0;90;0;0;90;0;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,2.081668171e-16,-4.082155997e-17,0.2314814815,-0.4074074074,0.1388888889,9.071457771e-18,218076895.3,33235856.8,1.676380634e-08,105435404.2,2.048909664e-08,37274599.14,68.58271276,25.37270545,4.709131629,37.1885019,4.709131629,26.99361888,94.59760869,45.73587263,16.98499888,0.3152248247,1.714567819,0.9297125475,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,503.9089525,541.4065193,259.266943,301.3933082,327.7605005,395.6288916
NEX-000129,be535046fac2f24f3ed7e816644dc2f718af322d75db38b9e4ba3bb7aeab6103,f61cd00e07f5778c4f24a1c948f5e131c3b2e3b445ccb81962af5597321bf217,45;-45;0;45;-45;90;90;-45;45;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,2.081668171e-16,-4.082155997e-17,0.1666666667,-0.6481481481,0.1944444444,2.267864443e-17,134770602.4,60221404.12,1.676380634e-08,134770602.4,2.048909664e-08,64260146.46,60.2765418,29.28368689,6.59278428,37.67270999,6.59278428,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,1.506913545,0.9418177497,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,362.2092354,375.0651237,223.54425,263.5102204,356.423842,415.4672825
NEX-000130,ab65b4dd832b3d1096ecc9f85d2cf52103af947c2ddbcaf6db64e2a07943dfd4,397280242e89e8be12818a48a10f383247df11f4896b529aaf004ee5304693ab,45;-45;0;45;90;-45;-45;90;45;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,2.636779683e-16,-4.082155997e-17,0.1388888889,-0.5925925926,0.2222222222,1.927684776e-17,134770602.4,60221404.12,2.048909664e-08,134770602.4,2.421438694e-08,64260146.46,59.29542333,28.38115271,7.534610606,40.45889682,7.534610606,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.482385583,1.01147242,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,384.0825911,411.8375023,253.276144,299.613445,337.0503197,387.5794714
NEX-000131,8f4e0739e2ae572914f73fac0b27a3c3309ebf93c2a0db6a6436a98da72c932e,23ef06be0d57068161d2a3501da6d06d2e159c285a47381a4c3d663adc96bd46,45;-45;0;90;-45;45;45;-45;90;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,1.804112415e-16,-4.082155997e-17,0.08333333333,-0.4814814815,0.1111111111,-7.93752555e-18,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,57.33318638,26.57608435,3.767305303,46.03127047,3.767305303,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.43332966,1.150781762,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,414.9714635,472.0256,327.6762426,381.3858204,355.5986861,443.4914021
NEX-000132,070d4921993fffb03fab038fd762514d830a4d250420c659ee5f96490760b3d8,e624772376b536560008b553bef5cd103cbd10407293a3bbfedb6cd73b5ed85e,45;-45;0;90;0;90;90;0;90;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,4,2,2,4,2.40831778e-17,0.3333333333,2.359223927e-16,-8.164311994e-17,0.1111111111,-0.4074074074,0.1388888889,-5.669661107e-18,161756149.7,33235856.8,1.676380634e-08,161756149.7,2.328306437e-08,37274599.14,60.42021794,25.37270545,4.709131629,45.35099672,4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.510505448,1.133774918,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,453.9175152,526.0699544,330.0863589,384.3855166,331.6774565,404.0740862
NEX-000133,0942035caecbf5b3ec57846940aaa1c658e8a5ad4d3230a86f605d0f81a725e0,d413d334267b160c951f2dd1ec042360491815a5bae5004e52f0fa691c7b006e,45;-45;0;90;45;-45;-45;45;90;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,2.636779683e-16,-4.082155997e-17,0.08333333333,-0.4814814815,0.1666666667,-1.133932221e-18,134770602.4,60221404.12,2.048909664e-08,134770602.4,2.421438694e-08,64260146.46,57.33318638,26.57608435,5.650957954,46.03127047,5.650957954,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.43332966,1.150781762,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,411.2693102,472.5122619,322.4808944,378.4210261,338.1828688,404.12737
NEX-000134,5c7c739d1b55296029b57a06b115c30e3ab89b4062cd9e786c792f64208f9c95,a1cd6bcb10e645b4996d81bbac783996d2dd7be484b194a8498cba8ec52e074f,45;-45;0;90;90;0;0;90;90;0;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,-5.918354905e-17,0.3333333333,2.359223927e-16,-8.164311994e-17,0.05555555556,-0.4074074074,0.1388888889,-1.247325444e-17,161756149.7,33235856.8,1.676380634e-08,161756149.7,2.328306437e-08,37274599.14,56.65291263,25.37270545,4.709131629,49.11830203,4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.416322816,1.227957551,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,424.9466726,509.219929,362.429754,423.1126827,332.4534663,405.8033588
NEX-000135,269367e7ddede257e6f266e52b88625a9f6f8f3fe9c306f67d30c6b3b18c48b1,afd757b0710fc3ec48679f648338adee38cb3a75c7d6db37b6a553f70844c529,45;-45;45;-45;0;90;90;0;-45;45;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,7.592193122e-17,-0.3333333333,1.665334537e-16,-4.082155997e-17,0.02777777778,-0.9259259259,0.2222222222,2.608044109e-17,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,46.34560766,33.79635777,7.534610606,42.57830236,7.534610606,35.4172712,49.14927964,49.14927964,29.2815628,0.4468437704,1.158640191,1.064457559,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,187.3610986,192.9744918,174.0121877,183.5251798,405.6510657,468.7296676
NEX-000136,81f58f9aa779c99c54cf8f04febf9f5692f5bebfe2e82e8f2c06136640ab381a,25a0aaf71142d453f54da93c0e5e95ff074bf219667c059da674d0063c8745a4,45;-45;45;-45;90;0;0;90;-45;45;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-7.34479563e-18,-0.3333333333,1.665334537e-16,-4.082155997e-17,-0.02777777778,-0.9259259259,0.2222222222,1.927684776e-17,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,42.57830236,33.79635777,7.534610606,46.34560766,7.534610606,35.4172712,49.14927964,49.14927964,29.2815628,0.4468437704,1.064457559,1.158640191,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,174.0121877,183.5251798,187.3610986,192.9744918,405.6510657,468.7296676
NEX-000137,a9e4e74f764609c685b761200d1aba7ec886bd29a899957f04ddc85611e2ce40,7a09cd9f24539d1e63932a1b1152c292759db50b5d24f6c1b7b28c7afe170543,45;-45;45;0;-45;90;90;-45;0;45;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.081923622e-17,-0.3333333333,1.665334537e-16,-4.082155997e-17,0.08333333333,-0.8148148148,0.2777777778,3.288403442e-17,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,51.91798132,31.99128942,9.418263257,40.61606541,9.418263257,33.61220284,49.14927964,49.14927964,29.2815628,0.4468437704,1.297949533,1.015401635,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,256.5746967,265.7572529,200.732216,227.5591092,357.774266,401.1180756
NEX-000138,df663a5790a2bb79afe179d3842b3afdb19b35c1607bc42d1d33e1545db2ff36,3e884e921a58b6d97fd74492dc83e54c2feb4f185ecdba71331ba2644c55eb89,45;-45;45;0;90;-45;-45;90;0;45;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,4.30636606e-17,-0.3333333333,2.220446049e-16,-4.082155997e-17,0.05555555556,-0.7592592593,0.3055555556,2.948223776e-17,134770602.4,60221404.12,1.676380634e-08,134770602.4,2.048909664e-08,64260146.46,50.93686284,31.08875524,10.36008958,43.40225224,10.36008958,32.70966867,49.14927964,49.14927964,29.2815628,0.4468437704,1.273421571,1.085056306,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,276.9730915,297.0128151,233.0878303,267.3575194,337.4891881,374.140395
NEX-000139,993131bf6dacde5dfa7c02884fbdb95616d52c8cad167df5144943286caa918a,eccc89a530e5249fbfef069038dc095a30cb200a05fb6e7d8706f6ac482ddfe2,45;-45;45;90;-45;0;0;-45;90;45;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-1.244749063e-17,-0.3333333333,1.804112415e-16,-4.082155997e-17,-0.08333333333,-0.8148148148,0.2777777778,1.247325444e-17,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,40.61606541,31.99128942,9.418263257,51.91798132,9.418263257,33.61220284,49.14927964,49.14927964,29.2815628,0.4468437704,1.015401635,1.297949533,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,200.732216,227.5591092,256.5746967,265.7572529,357.774266,401.1180756
NEX-000140,24412d3bdcdcdce032c2de418d37173258f82d57a824913fe7827b8c3d1fa6ce,8e465fb824b11d828ad32f69fa4e15e738a08a63b554aeda42781d85913e4770,45;-45;45;90;0;-45;-45;0;90;45;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,4.30636606e-17,-0.3333333333,2.220446049e-16,-4.082155997e-17,-0.05555555556,-0.7592592593,0.3055555556,1.58750511e-17,134770602.4,60221404.12,1.676380634e-08,134770602.4,2.048909664e-08,64260146.46,43.40225224,31.08875524,10.36008958,50.93686284,10.36008958,32.70966867,49.14927964,49.14927964,29.2815628,0.4468437704,1.085056306,1.273421571,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,233.0878303,267.3575194,276.9730915,297.0128151,337.4891881,374.140395
NEX-000141,3487920d6c3501247aff0b34664e5bff8dd034a32c049e8cec523226734c3d62,8973c175936914899fc6c2f22797382546a8a53a6c421af14558e19551674eda,45;-45;90;-45;0;45;45;0;-45;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,1.804112415e-16,-4.082155997e-17,-0.1388888889,-0.5925925926,0.05555555556,-3.515189886e-17,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,40.45889682,28.38115271,1.883652651,59.29542333,1.883652651,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.01147242,1.482385583,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,265.2671422,307.123955,388.1404565,410.2353558,393.5012784,515.910352
NEX-000142,4bf6e7a7949da89cbaa2b8c3507b5ec08be6300544d595c0c2af0da417f03868,57c1da0dcce8eaf0bbf581e05565982912a185dd0eb040fd4878362f2add3ffd,45;-45;90;-45;45;0;0;45;-45;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,2.220446049e-16,-4.082155997e-17,-0.1666666667,-0.6481481481,0.08333333333,-3.17501022e-17,134770602.4,60221404.12,1.676380634e-08,134770602.4,2.048909664e-08,64260146.46,37.67270999,29.28368689,2.825478977,60.2765418,2.825478977,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,0.9418177497,1.506913545,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,230.4650445,268.0793052,363.1574447,374.160025,396.7422985,504.6047481
NEX-000143,e7004394333e74e0d82a1690978e82b5d44ae3ece6b0d3368e1949a957984a0e,21ff933f5ed4f83c2a50342d68beebfa3ec6ced97178a3fe4023b08a4c3bd5b2,45;-45;90;0;-45;45;45;-45;0;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,1.804112415e-16,-4.082155997e-17,-0.08333333333,-0.4814814815,0.1111111111,-2.834830554e-17,134770602.4,60221404.12,1.303851604e-08,134770602.4,1.676380634e-08,64260146.46,46.03127047,26.57608435,3.767305303,57.33318638,3.767305303,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.150781762,1.43332966,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,327.6762426,381.3858204,414.9714635,472.0256,355.5986861,443.4914021
NEX-000144,32d94b8002d60bb750343f5899da8670c634df2daeacc4402ee8a8f988a2cb78,16d9dec33d363e1c199ba5b12325f2ab4c2626e36bc12f5b7f34fc9a54d378f1,45;-45;90;0;0;90;90;0;0;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,4,2,2,4,1.073499046e-16,0.3333333333,2.359223927e-16,-8.164311994e-17,-0.05555555556,-0.4074074074,0.1388888889,-2.608044109e-17,161756149.7,33235856.8,1.676380634e-08,161756149.7,2.328306437e-08,37274599.14,49.11830203,25.37270545,4.709131629,56.65291263,4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.227957551,1.416322816,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,362.429754,423.1126827,424.9466726,509.219929,332.4534663,405.8033588
NEX-000145,880c3ce2e8b5d6a430c34ec293b13344735a8994b0988fb5fdcdbcee1d283b25,2a6e3ca3c52b46a6c678373ad7bc8fc24f635a6481b1f301ed050b578e2ea77a,45;-45;90;0;45;-45;-45;45;0;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,2.636779683e-16,-4.082155997e-17,-0.08333333333,-0.4814814815,0.1666666667,-2.154471221e-17,134770602.4,60221404.12,2.048909664e-08,134770602.4,2.421438694e-08,64260146.46,46.03127047,26.57608435,5.650957954,57.33318638,5.650957954,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.150781762,1.43332966,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,322.4808944,378.4210261,411.2693102,472.5122619,338.1828688,404.12737
NEX-000146,06a4d37e048f89c802462f6911f396a54d3bdedcb9ec779d97bf5b09188bc638,ae875fdbd931c952e05666ed3db17238b1cf37b62d8abd399376972ef93928fc,45;-45;90;0;90;0;0;90;0;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,4,2,2,4,2.40831778e-17,0.3333333333,2.359223927e-16,-8.164311994e-17,-0.1111111111,-0.4074074074,0.1388888889,-3.288403442e-17,161756149.7,33235856.8,1.676380634e-08,161756149.7,2.328306437e-08,37274599.14,45.35099672,25.37270545,4.709131629,60.42021794,4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.133774918,1.510505448,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,330.0863589,384.3855166,453.9175152,526.0699544,331.6774565,404.0740862
NEX-000147,441562c37d8bd244c448a2125b9c3ed99966922b5d9076c4f4badc3afbe2f568,1e675b8b40af96b5b4ab5510fd5758d0d527295287efa1885a19b118dac2e955,45;-45;90;45;-45;0;0;-45;45;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,2.220446049e-16,-4.082155997e-17,-0.1666666667,-0.6481481481,0.1944444444,-1.814291554e-17,134770602.4,60221404.12,1.676380634e-08,134770602.4,2.048909664e-08,64260146.46,37.67270999,29.28368689,6.59278428,60.2765418,6.59278428,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,0.9418177497,1.506913545,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,223.54425,263.5102204,362.2092354,375.0651237,356.423842,415.4672825
NEX-000148,68b9c52ea5ec99950308784e9ad5ed7b9fb0da7561418c4fa2a67c76e8c84a97,f151941c8fb08e8b5a7ee1ba6fa9c62a112a2bc5edc17e984da1ced64bd95831,45;-45;90;45;0;-45;-45;0;45;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,2.636779683e-16,-4.082155997e-17,-0.1388888889,-0.5925925926,0.2222222222,-1.474111888e-17,134770602.4,60221404.12,2.048909664e-08,134770602.4,2.421438694e-08,64260146.46,40.45889682,28.38115271,7.534610606,59.29542333,7.534610606,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.01147242,1.482385583,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,253.276144,299.613445,384.0825911,411.8375023,337.0503197,387.5794714
NEX-000149,2026e9c0ac5bae778e40aa7aaddbebe55b8c9a29dbea4a014204ee1ba331f4fd,ff1695f8d406e2762574d452f80ab8406fd32d5d5e662202194a6e1f30542627,45;-45;90;90;0;90;90;0;90;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,2.498001805e-16,-1.224646799e-16,-0.2314814815,-0.4074074074,0.1388888889,-4.76251533e-17,105435404.2,33235856.8,1.676380634e-08,218076895.3,2.700835466e-08,37274599.14,37.1885019,25.37270545,4.709131629,68.58271276,4.709131629,26.99361888,45.73587263,94.59760869,16.98499888,0.1524043011,0.9297125475,1.714567819,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,259.266943,301.3933082,503.9089525,541.4065193,327.7605005,395.6288916
NEX-000150,a3ea8387af85375a3de1c017788d610a96c70d85434bbb499a07ba169ea8f8a6,e177705046f9d2e806444a053a7783ecb7e03f0350d01aa72038e6c2720305f9,45;-45;90;90;90;0;0;90;90;90;-45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,3,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,2.498001805e-16,-1.224646799e-16,-0.287037037,-0.4074074074,0.1388888889,-5.442874663e-17,105435404.2,33235856.8,1.676380634e-08,218076895.3,2.700835466e-08,37274599.14,33.4211966,25.37270545,4.709131629,72.35001806,4.709131629,26.99361888,45.73587263,94.59760869,16.98499888,0.1524043011,0.835529915,1.808750452,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,226.5416025,263.408143,515.4662605,536.0294435,324.4829896,388.8935111
NEX-000151,deaf2fc4f31e287139e375c28d348cbe8f42b124091c96d790c08f570a02c06b,1c7ae64cf276abeb73d2e3879b2657ea7469896c4b1e9b581087d053d3506243,45;0;-45;-45;45;90;90;45;-45;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,-5.040845623e-17,-0.3333333333,1.526556659e-16,-4.082155997e-17,0.2777777778,-0.4259259259,0.1944444444,2.267864443e-17,134770602.4,60221404.12,1.210719347e-08,134770602.4,1.583248377e-08,64260146.46,71.42128912,25.67355018,6.59278428,33.74823609,6.59278428,27.2944636,49.14927964,49.14927964,29.2815628,0.4468437704,1.785532228,0.8437059023,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,502.8387323,524.7215641,200.7727436,208.0425651,306.630098,353.7029166
NEX-000152,539f541fad0acf94cda3acb1bc6f6defe4693d12071e905e4ab01ffc6a3208fa,2c60bfdb88686c6568839ddebf4d07c90ae096a0cd6151bbe91ba221bcb4dfd6,45;0;-45;-45;90;45;45;90;-45;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,45,0.1666666667,True,2,4,4,2,-7.816403185e-17,-0.3333333333,1.249000903e-16,-4.082155997e-17,0.25,-0.3703703704,0.1666666667,1.247325444e-17,134770602.4,60221404.12,8.381903172e-09,134770602.4,1.210719347e-08,64260146.46,70.44017065,24.771016,5.650957954,36.53442292,5.650957954,26.39192942,49.14927964,49.14927964,29.2815628,0.4468437704,1.761004266,0.913360573,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,526.1459582,568.7868142,229.790976,237.794565,309.7389535,365.5974344
NEX-000153,e783ef84edb2f08a3f2fe75842487e7e7cf5ba4e4dc0169092bd5504c0637c0a,ebfde11b14627202fd1beabb6a24042d194105beb04fff542e3f301dd64c40aa,45;0;-45;0;0;90;90;0;0;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,1.526556659e-16,-4.082155997e-17,0.3981481481,-0.1851851852,0.25,2.948223776e-17,218076895.3,33235856.8,1.210719347e-08,105435404.2,1.583248377e-08,37274599.14,83.49476538,21.76256874,8.476436932,29.4967227,8.476436932,23.38348217,94.59760869,45.73587263,16.98499888,0.3152248247,2.087369134,0.7374180676,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,653.5223181,697.3965894,181.4511037,185.2110504,227.9795256,251.8671995
NEX-000154,08c737ab23e83f3b5cb8bbd29446e676c8fdc6fd80584448392b600309337334,63140693a449d5f90549243944e4e59b156500cca3158d7d769d0aecd5e60855,45;0;-45;0;90;0;0;90;0;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,1.526556659e-16,-4.082155997e-17,0.3425925926,-0.1851851852,0.25,2.267864443e-17,218076895.3,33235856.8,1.210719347e-08,105435404.2,1.583248377e-08,37274599.14,79.72746008,21.76256874,8.476436932,33.26402801,8.476436932,23.38348217,94.59760869,45.73587263,16.98499888,0.3152248247,1.993186502,0.8316007001,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,634.1554826,712.2382186,211.1853794,215.8613751,235.9596744,262.7800251
NEX-000155,86567e1807603cfd3a612695506dc9ded5417cceadfe1d4af523335041f5aff1,c5cb9bc85d4e73198e78dca08fb09f3f5604653ffae644841ce1588e919dfb1b,45;0;-45;45;-45;90;90;-45;45;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-5.040845623e-17,-0.3333333333,1.526556659e-16,-4.082155997e-17,0.2777777778,-0.4259259259,0.3055555556,3.628583109e-17,134770602.4,60221404.12,1.210719347e-08,134770602.4,1.583248377e-08,64260146.46,71.42128912,25.67355018,10.36008958,33.74823609,10.36008958,27.2944636,49.14927964,49.14927964,29.2815628,0.4468437704,1.785532228,0.8437059023,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,500.5273118,529.0711848,190.7466273,197.3886161,257.6539873,281.7907049
NEX-000156,a60fd760002d13a04e66f5cad53f452d2c8ef41aee1fb4d547e4817f35894ba9,d6cd29a66261716f21fe389a4c1523fa6eec318757194d9e9b348ba4b07d5b18,45;0;-45;45;90;-45;-45;90;45;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-7.816403185e-17,-0.3333333333,2.081668171e-16,-4.082155997e-17,0.25,-0.3703703704,0.3333333333,3.288403442e-17,134770602.4,60221404.12,1.583248377e-08,134770602.4,1.955777407e-08,64260146.46,70.44017065,24.771016,11.30191591,36.53442292,11.30191591,26.39192942,49.14927964,49.14927964,29.2815628,0.4468437704,1.761004266,0.913360573,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,514.7474015,577.2246544,213.3674304,220.4284056,241.2443296,261.9793273
NEX-000157,7b3ac1a207a7d5e5e8c1b70ab17a617509b051119f1835e78223ffe60700e0c2,3fcb3b0b2fc6ece6759886bd0f49a55434fac8f256d27ab172054b72486553bf,45;0;-45;90;-45;45;45;-45;90;-45;0;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-7.816403185e-17,-0.3333333333,1.249000903e-16,-4.082155997e-17,0.1944444444,-0.2592592593,0.2222222222,5.669661107e-18,134770602.4,60221404.12,8.381903172e-09,134770602.4,1.210719347e-08,64260146.46,68.4779337,22.96594764,7.534610606,42.10679658,7.534610606,24.58686107,49.14927964,49.14927964,29.2815628,0.4468437704,1.711948342,1.052669914,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,536.3415767,646.7131555,278.8716133,287.5553111,271.9645456,311.9955462
