record_id,canonical_layup_hash,equivalence_group_hash,layup_deg,n_plies,thickness_mm,areal_mass_kg_m2,material_id,fidelity,split,balanced,symmetric,max_contiguity,max_disorientation_deg,min_orientation_fraction,rule_valid,count_0,count_p45,count_m45,count_90,xiA1,xiA2,xiA3,xiA4,xiD1,xiD2,xiD3,xiD4,A11_N_per_m,A12_N_per_m,A16_N_per_m,A22_N_per_m,A26_N_per_m,A66_N_per_m,D11_N_m,D12_N_m,D16_N_m,D22_N_m,D26_N_m,D66_N_m,Ex_GPa,Ey_GPa,Gxy_GPa,nu_xy,beam_EIx_N_m2,beam_EIy_N_m2,Nx_tsai_hill_capacity_N_per_m,Nx_max_stress_capacity_N_per_m,Ny_tsai_hill_capacity_N_per_m,Ny_max_stress_capacity_N_per_m,Nxy_tsai_hill_capacity_N_per_m,Nxy_max_stress_capacity_N_per_m,Mx_tsai_hill_capacity_N,Mx_max_stress_capacity_N,My_tsai_hill_capacity_N,My_max_stress_capacity_N,Mxy_tsai_hill_capacity_N,Mxy_max_stress_capacity_N
NEX-000062,397280242e89e8be12818a48a10f383247df11f4896b529aaf004ee5304693ab,397280242e89e8be12818a48a10f383247df11f4896b529aaf004ee5304693ab,-45;45;0;-45;90;45;45;90;-45;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,-2.081668171e-16,-4.082155997e-17,0.1388888889,-0.5925925926,-0.2222222222,-3.515189886e-17,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,59.29542333,28.38115271,-7.534610606,40.45889682,-7.534610606,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.482385583,1.01147242,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,384.0825911,411.8375023,253.276144,299.613445,337.0503197,387.5794714
NEX-000063,6790b96a4de61b419d1d6099fa54a03ee2867218a77c1afa7ee88587715c2948,6790b96a4de61b419d1d6099fa54a03ee2867218a77c1afa7ee88587715c2948,-45;45;0;0;0;90;90;0;0;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,3,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,-1.804112415e-16,-4.082155997e-17,0.287037037,-0.4074074074,-0.1388888889,-1.814291554e-17,218076895.3,33235856.8,-1.676380634e-08,105435404.2,-1.303851604e-08,37274599.14,72.35001806,25.37270545,-4.709131629,33.4211966,-4.709131629,26.99361888,94.59760869,45.73587263,16.98499888,0.3152248247,1.808750452,0.835529915,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,515.4662605,536.0294435,226.5416025,263.408143,324.4829896,388.8935111
NEX-000064,5ca8eeed07c8e9a388573d47a2db09332d5aa5a357f16ca6fa0a1771e18f2b00,5ca8eeed07c8e9a388573d47a2db09332d5aa5a357f16ca6fa0a1771e18f2b00,-45;45;0;0;90;0;0;90;0;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,-1.804112415e-16,-4.082155997e-17,0.2314814815,-0.4074074074,-0.1388888889,-2.494650887e-17,218076895.3,33235856.8,-1.676380634e-08,105435404.2,-1.303851604e-08,37274599.14,68.58271276,25.37270545,-4.709131629,37.1885019,-4.709131629,26.99361888,94.59760869,45.73587263,16.98499888,0.3152248247,1.714567819,0.9297125475,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,503.9089525,541.4065193,259.266943,301.3933082,327.7605005,395.6288916
NEX-000065,392144d6f7ca6133948c5d9d6768a44538d0bb7062fc702a206976f7a1ad9ff1,392144d6f7ca6133948c5d9d6768a44538d0bb7062fc702a206976f7a1ad9ff1,-45;45;0;45;-45;90;90;-45;45;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,-1.804112415e-16,-4.082155997e-17,0.1666666667,-0.6481481481,-0.08333333333,-1.133932221e-17,134770602.4,60221404.12,-1.676380634e-08,134770602.4,-1.303851604e-08,64260146.46,60.2765418,29.28368689,-2.825478977,37.67270999,-2.825478977,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,1.506913545,0.9418177497,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,363.1574447,374.160025,230.4650445,268.0793052,396.7422985,504.6047481
NEX-000066,31d34cdbd035d94bb7556af144cefafdf9a2b78f5d36796390f2684fb73705b6,31d34cdbd035d94bb7556af144cefafdf9a2b78f5d36796390f2684fb73705b6,-45;45;0;45;90;-45;-45;90;45;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,-1.249000903e-16,-4.082155997e-17,0.1388888889,-0.5925925926,-0.05555555556,-1.474111888e-17,134770602.4,60221404.12,-1.303851604e-08,134770602.4,-9.313225746e-09,64260146.46,59.29542333,28.38115271,-1.883652651,40.45889682,-1.883652651,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.482385583,1.01147242,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,388.1404565,410.2353558,265.2671422,307.123955,393.5012784,515.910352
NEX-000067,d413d334267b160c951f2dd1ec042360491815a5bae5004e52f0fa691c7b006e,d413d334267b160c951f2dd1ec042360491815a5bae5004e52f0fa691c7b006e,-45;45;0;90;-45;45;45;-45;90;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,-2.081668171e-16,-4.082155997e-17,0.08333333333,-0.4814814815,-0.1666666667,-4.195549219e-17,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,57.33318638,26.57608435,-5.650957954,46.03127047,-5.650957954,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.43332966,1.150781762,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,411.2693102,472.5122619,322.4808944,378.4210261,338.1828688,404.12737
NEX-000068,e624772376b536560008b553bef5cd103cbd10407293a3bbfedb6cd73b5ed85e,e624772376b536560008b553bef5cd103cbd10407293a3bbfedb6cd73b5ed85e,-45;45;0;90;0;90;90;0;90;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,4,2,2,4,2.40831778e-17,0.3333333333,-1.526556659e-16,-8.164311994e-17,0.1111111111,-0.4074074074,-0.1388888889,-3.968762775e-17,161756149.7,33235856.8,-1.676380634e-08,161756149.7,-1.024454832e-08,37274599.14,60.42021794,25.37270545,-4.709131629,45.35099672,-4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.510505448,1.133774918,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,453.9175152,526.0699544,330.0863589,384.3855166,331.6774565,404.0740862
NEX-000069,23ef06be0d57068161d2a3501da6d06d2e159c285a47381a4c3d663adc96bd46,23ef06be0d57068161d2a3501da6d06d2e159c285a47381a4c3d663adc96bd46,-45;45;0;90;45;-45;-45;45;90;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,-1.249000903e-16,-4.082155997e-17,0.08333333333,-0.4814814815,-0.1111111111,-3.515189886e-17,134770602.4,60221404.12,-1.303851604e-08,134770602.4,-9.313225746e-09,64260146.46,57.33318638,26.57608435,-3.767305303,46.03127047,-3.767305303,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.43332966,1.150781762,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,414.9714635,472.0256,327.6762426,381.3858204,355.5986861,443.4914021
NEX-000070,a1cd6bcb10e645b4996d81bbac783996d2dd7be484b194a8498cba8ec52e074f,a1cd6bcb10e645b4996d81bbac783996d2dd7be484b194a8498cba8ec52e074f,-45;45;0;90;90;0;0;90;90;0;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,-5.918354905e-17,0.3333333333,-1.526556659e-16,-8.164311994e-17,0.05555555556,-0.4074074074,-0.1388888889,-4.649122108e-17,161756149.7,33235856.8,-1.676380634e-08,161756149.7,-1.024454832e-08,37274599.14,56.65291263,25.37270545,-4.709131629,49.11830203,-4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.416322816,1.227957551,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,424.9466726,509.219929,362.429754,423.1126827,332.4534663,405.8033588
NEX-000071,81d251970800dcb4c998ed9754813cdf0e97ec8a398ef2b17b948835a1c588f2,81d251970800dcb4c998ed9754813cdf0e97ec8a398ef2b17b948835a1c588f2,-45;45;45;-45;0;90;90;0;-45;45;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.592193122e-17,-0.3333333333,-2.220446049e-16,-4.082155997e-17,0.02777777778,-0.9259259259,-0.05555555556,-7.93752555e-18,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,46.34560766,33.79635777,-1.883652651,42.57830236,-1.883652651,35.4172712,49.14927964,49.14927964,29.2815628,0.4468437704,1.158640191,1.064457559,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,188.1821522,192.8164509,175.7843545,183.7298375,465.543806,612.0617798
NEX-000072,38c59736260c4addb4786a6e9dbf5ae3e4876b9f54327e0c7ef5c5951d48ff5c,38c59736260c4addb4786a6e9dbf5ae3e4876b9f54327e0c7ef5c5951d48ff5c,-45;45;45;-45;90;0;0;90;-45;45;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,-7.34479563e-18,-0.3333333333,-2.220446049e-16,-4.082155997e-17,-0.02777777778,-0.9259259259,-0.05555555556,-1.474111888e-17,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,42.57830236,33.79635777,-1.883652651,46.34560766,-1.883652651,35.4172712,49.14927964,49.14927964,29.2815628,0.4468437704,1.064457559,1.158640191,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,175.7843545,183.7298375,188.1821522,192.8164509,465.543806,612.0617798
NEX-000073,759c6bbe4f90fcdf9b4d5d472e71f2668f426d867f81688d3dd52996ed7ab0b6,759c6bbe4f90fcdf9b4d5d472e71f2668f426d867f81688d3dd52996ed7ab0b6,-45;45;45;0;-45;90;90;-45;0;45;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,2,4,4,2,7.081923622e-17,-0.3333333333,-2.220446049e-16,-4.082155997e-17,0.08333333333,-0.8148148148,-4.718447855e-16,-1.133932221e-18,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,51.91798132,31.99128942,-1.687538997e-14,40.61606541,-1.509903313e-14,33.61220284,49.14927964,49.14927964,29.2815628,0.4468437704,1.297949533,1.015401635,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,258.3294886,264.8249329,208.8829058,229.1551065,454.7788383,636.5332919
NEX-000074,6b85fcd33d8c5386faab7c92a074a1ddde6a077c86a476ecd36a3bc4b5d23a92,6b85fcd33d8c5386faab7c92a074a1ddde6a077c86a476ecd36a3bc4b5d23a92,-45;45;45;0;90;-45;-45;90;0;45;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,4.30636606e-17,-0.3333333333,-1.665334537e-16,-4.082155997e-17,0.05555555556,-0.7592592593,0.02777777778,-4.535728886e-18,134770602.4,60221404.12,-1.676380634e-08,134770602.4,-1.303851604e-08,64260146.46,50.93686284,31.08875524,0.9418263257,43.40225224,0.9418263257,32.70966867,49.14927964,49.14927964,29.2815628,0.4468437704,1.273421571,1.085056306,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,282.603498,295.9548885,244.6000104,268.7514327,447.4382423,628.3017651
NEX-000075,61ba10aac64d26aa690c3a54ddc2facd8b23bbd20c9ebe8b132534cf93b83703,61ba10aac64d26aa690c3a54ddc2facd8b23bbd20c9ebe8b132534cf93b83703,-45;45;45;90;-45;0;0;-45;90;45;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,-1.244749063e-17,-0.3333333333,-2.081668171e-16,-4.082155997e-17,-0.08333333333,-0.8148148148,-4.440892099e-16,-2.154471221e-17,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,40.61606541,31.99128942,-1.687538997e-14,51.91798132,-1.509903313e-14,33.61220284,49.14927964,49.14927964,29.2815628,0.4468437704,1.015401635,1.297949533,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,208.8829058,229.1551065,258.3294886,264.8249329,454.7788383,636.5332919
NEX-000076,e9206607e60a0168dd15f3714369c18aca44888ee588cf02d55dcb02dd329f27,e9206607e60a0168dd15f3714369c18aca44888ee588cf02d55dcb02dd329f27,-45;45;45;90;0;-45;-45;0;90;45;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,4.30636606e-17,-0.3333333333,-1.665334537e-16,-4.082155997e-17,-0.05555555556,-0.7592592593,0.02777777778,-1.814291554e-17,134770602.4,60221404.12,-1.676380634e-08,134770602.4,-1.303851604e-08,64260146.46,43.40225224,31.08875524,0.9418263257,50.93686284,0.9418263257,32.70966867,49.14927964,49.14927964,29.2815628,0.4468437704,1.085056306,1.273421571,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,244.6000104,268.7514327,282.603498,295.9548885,447.4382423,628.3017651
NEX-000077,f151941c8fb08e8b5a7ee1ba6fa9c62a112a2bc5edc17e984da1ced64bd95831,f151941c8fb08e8b5a7ee1ba6fa9c62a112a2bc5edc17e984da1ced64bd95831,-45;45;90;-45;0;45;45;0;-45;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,-2.081668171e-16,-4.082155997e-17,-0.1388888889,-0.5925925926,-0.2222222222,-6.916986551e-17,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,40.45889682,28.38115271,-7.534610606,59.29542333,-7.534610606,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.01147242,1.482385583,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,253.276144,299.613445,384.0825911,411.8375023,337.0503197,387.5794714
NEX-000078,1e675b8b40af96b5b4ab5510fd5758d0d527295287efa1885a19b118dac2e955,1e675b8b40af96b5b4ab5510fd5758d0d527295287efa1885a19b118dac2e955,-45;45;90;-45;45;0;0;45;-45;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,-1.665334537e-16,-4.082155997e-17,-0.1666666667,-0.6481481481,-0.1944444444,-6.576806884e-17,134770602.4,60221404.12,-1.676380634e-08,134770602.4,-1.303851604e-08,64260146.46,37.67270999,29.28368689,-6.59278428,60.2765418,-6.59278428,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,0.9418177497,1.506913545,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,223.54425,263.5102204,362.2092354,375.0651237,356.423842,415.4672825
NEX-000079,2a6e3ca3c52b46a6c678373ad7bc8fc24f635a6481b1f301ed050b578e2ea77a,2a6e3ca3c52b46a6c678373ad7bc8fc24f635a6481b1f301ed050b578e2ea77a,-45;45;90;0;-45;45;45;-45;0;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,-2.081668171e-16,-4.082155997e-17,-0.08333333333,-0.4814814815,-0.1666666667,-6.236627218e-17,134770602.4,60221404.12,-2.048909664e-08,134770602.4,-1.676380634e-08,64260146.46,46.03127047,26.57608435,-5.650957954,57.33318638,-5.650957954,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.150781762,1.43332966,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,322.4808944,378.4210261,411.2693102,472.5122619,338.1828688,404.12737
NEX-000080,16d9dec33d363e1c199ba5b12325f2ab4c2626e36bc12f5b7f34fc9a54d378f1,16d9dec33d363e1c199ba5b12325f2ab4c2626e36bc12f5b7f34fc9a54d378f1,-45;45;90;0;0;90;90;0;0;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,4,2,2,4,1.073499046e-16,0.3333333333,-1.526556659e-16,-8.164311994e-17,-0.05555555556,-0.4074074074,-0.1388888889,-6.009840774e-17,161756149.7,33235856.8,-1.676380634e-08,161756149.7,-1.024454832e-08,37274599.14,49.11830203,25.37270545,-4.709131629,56.65291263,-4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.227957551,1.416322816,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,362.429754,423.1126827,424.9466726,509.219929,332.4534663,405.8033588
NEX-000081,21ff933f5ed4f83c2a50342d68beebfa3ec6ced97178a3fe4023b08a4c3bd5b2,21ff933f5ed4f83c2a50342d68beebfa3ec6ced97178a3fe4023b08a4c3bd5b2,-45;45;90;0;45;-45;-45;45;0;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,-1.249000903e-16,-4.082155997e-17,-0.08333333333,-0.4814814815,-0.1111111111,-5.556267885e-17,134770602.4,60221404.12,-1.303851604e-08,134770602.4,-9.313225746e-09,64260146.46,46.03127047,26.57608435,-3.767305303,57.33318638,-3.767305303,28.19699778,49.14927964,49.14927964,29.2815628,0.4468437704,1.150781762,1.43332966,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,327.6762426,381.3858204,414.9714635,472.0256,355.5986861,443.4914021
NEX-000082,ae875fdbd931c952e05666ed3db17238b1cf37b62d8abd399376972ef93928fc,ae875fdbd931c952e05666ed3db17238b1cf37b62d8abd399376972ef93928fc,-45;45;90;0;90;0;0;90;0;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,4,2,2,4,2.40831778e-17,0.3333333333,-1.526556659e-16,-8.164311994e-17,-0.1111111111,-0.4074074074,-0.1388888889,-6.690200106e-17,161756149.7,33235856.8,-1.676380634e-08,161756149.7,-1.024454832e-08,37274599.14,45.35099672,25.37270545,-4.709131629,60.42021794,-4.709131629,26.99361888,70.59602611,70.59602611,16.98499888,0.2054688917,1.133774918,1.510505448,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,330.0863589,384.3855166,453.9175152,526.0699544,331.6774565,404.0740862
NEX-000083,57c1da0dcce8eaf0bbf581e05565982912a185dd0eb040fd4878362f2add3ffd,57c1da0dcce8eaf0bbf581e05565982912a185dd0eb040fd4878362f2add3ffd,-45;45;90;45;-45;0;0;-45;45;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,-1.665334537e-16,-4.082155997e-17,-0.1666666667,-0.6481481481,-0.08333333333,-5.216088219e-17,134770602.4,60221404.12,-1.676380634e-08,134770602.4,-1.303851604e-08,64260146.46,37.67270999,29.28368689,-2.825478977,60.2765418,-2.825478977,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,0.9418177497,1.506913545,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,230.4650445,268.0793052,363.1574447,374.160025,396.7422985,504.6047481
NEX-000084,8973c175936914899fc6c2f22797382546a8a53a6c421af14558e19551674eda,8973c175936914899fc6c2f22797382546a8a53a6c421af14558e19551674eda,-45;45;90;45;0;-45;-45;0;45;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,-1.249000903e-16,-4.082155997e-17,-0.1388888889,-0.5925925926,-0.05555555556,-4.875908552e-17,134770602.4,60221404.12,-1.303851604e-08,134770602.4,-9.313225746e-09,64260146.46,40.45889682,28.38115271,-1.883652651,59.29542333,-1.883652651,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.01147242,1.482385583,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,265.2671422,307.123955,388.1404565,410.2353558,393.5012784,515.910352
NEX-000085,ff1695f8d406e2762574d452f80ab8406fd32d5d5e662202194a6e1f30542627,ff1695f8d406e2762574d452f80ab8406fd32d5d5e662202194a6e1f30542627,-45;45;90;90;0;90;90;0;90;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,-1.387778781e-16,-1.224646799e-16,-0.2314814815,-0.4074074074,-0.1388888889,-8.164311994e-17,105435404.2,33235856.8,-1.676380634e-08,218076895.3,-6.519258022e-09,37274599.14,37.1885019,25.37270545,-4.709131629,68.58271276,-4.709131629,26.99361888,45.73587263,94.59760869,16.98499888,0.1524043011,0.9297125475,1.714567819,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,259.266943,301.3933082,503.9089525,541.4065193,327.7605005,395.6288916
NEX-000086,e177705046f9d2e806444a053a7783ecb7e03f0350d01aa72038e6c2720305f9,e177705046f9d2e806444a053a7783ecb7e03f0350d01aa72038e6c2720305f9,-45;45;90;90;90;0;0;90;90;90;45;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,3,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,-1.387778781e-16,-1.224646799e-16,-0.287037037,-0.4074074074,-0.1388888889,-8.844671327e-17,105435404.2,33235856.8,-1.676380634e-08,218076895.3,-6.519258022e-09,37274599.14,33.4211966,25.37270545,-4.709131629,72.35001806,-4.709131629,26.99361888,45.73587263,94.59760869,16.98499888,0.1524043011,0.835529915,1.808750452,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,226.5416025,263.408143,515.4662605,536.0294435,324.4829896,388.8935111
NEX-000087,49e333e8b52862ba95697acaf5a1112781816d29d4a15514befe86c71a5572e0,49e333e8b52862ba95697acaf5a1112781816d29d4a15514befe86c71a5572e0,-45;90;-45;45;0;45;45;0;45;-45;90;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,1.161249975e-16,-0.3333333333,-9.714451465e-17,-4.082155997e-17,-0.25,-0.3703703704,-0.5,-1.304022055e-16,134770602.4,60221404.12,-7.450580597e-09,134770602.4,-3.725290298e-09,64260146.46,36.53442292,24.771016,-16.95287386,70.44017065,-16.95287386,26.39192942,49.14927964,49.14927964,29.2815628,0.4468437704,0.913360573,1.761004266,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,178.7019578,188.010917,486.0805376,598.1756639,166.5509915,173.9984244
NEX-000088,24bd72d12f2e8efb625ab64d01fd3450cffec99485de656cc616a472326a9184,24bd72d12f2e8efb625ab64d01fd3450cffec99485de656cc616a472326a9184,-45;90;-45;45;45;0;0;45;45;-45;90;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,2,4,4,2,6.061384623e-17,-0.3333333333,-4.163336342e-17,-4.082155997e-17,-0.2777777778,-0.4259259259,-0.4722222222,-1.270004088e-16,134770602.4,60221404.12,-3.725290298e-09,134770602.4,0,64260146.46,33.74823609,25.67355018,-16.01104754,71.42128912,-16.01104754,27.2944636,49.14927964,49.14927964,29.2815628,0.4468437704,0.8437059023,1.785532228,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,164.6676034,170.1979306,491.6866914,543.1162159,179.8081563,188.868789
NEX-000089,b3fe98f00b163f08f87fccd0eee0c2ee12613eaa418a1e1be0cd8baffae623c0,b3fe98f00b163f08f87fccd0eee0c2ee12613eaa418a1e1be0cd8baffae623c0,-45;90;0;0;0;45;45;0;0;0;90;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,3,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,-1.110223025e-16,-4.082155997e-17,0.009259259259,0.1481481481,-0.4166666667,-1.201968155e-16,218076895.3,33235856.8,-1.210719347e-08,105435404.2,-8.381903172e-09,37274599.14,62.53883332,16.34736368,-14.12739489,61.28306489,-14.12739489,17.9682771,94.59760869,45.73587263,16.98499888,0.3152248247,1.563470833,1.532076622,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,356.72453,397.0110079,347.3669041,386.2178052,134.7135577,143.7826601
NEX-000090,e15c1815f6eb21846069bc79a16794458fde4894f0be7092904827229ddfa717,e15c1815f6eb21846069bc79a16794458fde4894f0be7092904827229ddfa717,-45;90;0;0;45;0;0;45;0;0;90;-45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,-6.938893904e-17,-4.082155997e-17,-0.01851851852,0.09259259259,-0.3888888889,-1.167950188e-16,218076895.3,33235856.8,-8.381903172e-09,105435404.2,-4.656612873e-09,37274599.14,59.75264649,17.24989785,-13.18556856,62.26418336,-13.18556856,18.87081128,94.59760869,45.73587263,16.98499888,0.3152248247,1.493816162,1.556604584,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,366.603916,402.6026626,386.8550074,444.5212909,153.9841278,165.7039551
